sample_id,System_A,System_B,System_C,System_D,System_E
GSM1691958,1757.1240730108448,1481.3666460650038,1063.75822098362,880.9403400948368,987.970316683065
GSM1691959,1832.4388792372856,1665.3607098618531,946.102340452845,967.2907428730624,610.8463699069798
GSM1691960,1819.914510613248,1673.174544990893,938.1282366666684,882.2216781314355,555.1065149499746
GSM1691961,1727.449556878663,1620.809066591506,769.6968202581666,913.7915533662745,509.1545104486058
GSM1691962,1704.567816180852,1529.6403697706685,959.985145484643,789.1688256607495,848.8992928593789
GSM1691963,1618.0664029826085,1643.599388546927,619.1060712188664,662.2593612896508,587.27125372927
GSM1691964,1767.5800671757725,1668.75023271158,822.7041889432339,865.6335928760245,701.8194507541302
GSM1691965,1779.0794226085009,1591.5009540851988,965.1479126983468,911.0140542319086,477.2244367326575
GSM1691966,1886.5257769111377,1536.716051192025,982.1464145942656,1029.321793288697,457.491492452762
GSM1691967,1738.9807925005616,1630.2793695602386,859.3324730861777,888.9254806631361,687.4640083476243
GSM1691968,1857.742200435044,1585.8383637323896,1077.4009745220335,951.324295767231,513.0123076962172
GSM1691969,1803.4096011469287,1573.4358736903887,888.5840869910107,998.9758680188406,572.8570789546529
GSM1691970,1737.7489661324437,1523.2225620691606,1037.2213810676285,891.509606662853,753.0110084615808
GSM1691971,1769.846418304457,1586.0809008228016,898.379408375743,925.6928466439258,566.1929080482632
GSM1691972,1717.1153323591534,1693.7028325994895,799.4254066957365,836.193472748666,592.1735838188233
GSM1691973,1743.5710323182657,1796.1753062558246,805.3262623474411,920.6325161898822,681.0280101336375
GSM1691974,1803.2730275041283,1670.0693588591948,861.4307975095262,872.6513062739341,670.8861779368599
