Name,Term,ES,NES
"""GSM1692142""",System A,1815.7315280249813,1.032949127533943
"""GSM1692279""",System A,1815.6240019385014,1.0328879571596326
"""GSM1692024""",System A,1814.6938679009172,1.0323588144269196
"""GSM1692459""",System A,1814.6835631153826,1.0323529521509922
"""GSM1692329""",System A,1814.5157349326964,1.0322574765962609
"""GSM1692374""",System A,1814.3573738923405,1.0321673867917132
"""GSM1692424""",System A,1812.8248030165169,1.0312955245562272
"""GSM1691867""",System A,1812.7758817204094,1.031267693784248
"""GSM1691904""",System A,1812.6336728970018,1.0311867927932152
"""GSM1692100""",System A,1812.4818617790306,1.0311004291654224
"""GSM1692118""",System A,1812.4022207057833,1.0310551222597168
"""GSM1692084""",System A,1812.2841926957326,1.0309879774598802
"""GSM1691877""",System A,1811.3343161488228,1.0304476034369305
"""GSM1602859""",System A,1811.1092482694476,1.0303195648662231
"""GSM1692350""",System A,1811.0639843360923,1.0302938147265432
"""GSM1692237""",System A,1810.9912206416284,1.0302524202838337
"""GSM1692033""",System A,1810.8825139490464,1.0301905782760663
"""GSM1692119""",System A,1810.75445998144,1.0301177298223854
"""GSM1692006""",System A,1810.0622132049757,1.029723918461647
"""GSM1691981""",System A,1809.7986544780333,1.0295739828831503
"""GSM1692441""",System A,1809.0097034274459,1.0291251575547398
"""GSM1692188""",System A,1808.6886096528688,1.0289424909384548
"""GSM1691915""",System A,1808.4560443818264,1.0288101871864352
"""GSM1691863""",System A,1808.0392343416825,1.02857306866937
"""GSM1602853""",System A,1807.7189615670322,1.0283908691106567
"""GSM1602902""",System A,1807.3383116833747,1.0281743216975887
"""GSM1692136""",System A,1806.6172773328472,1.0277641334115983
"""GSM1602959""",System A,1806.5996360329937,1.0277540974756623
"""GSM1602820""",System A,1806.5883228064858,1.0277476615090722
"""GSM1692314""",System A,1806.5548085950813,1.0277285956533022
"""GSM1692405""",System A,1806.2845290689993,1.0275748366881978
"""GSM1692091""",System A,1805.7677238653996,1.0272808320537439
"""GSM1692162""",System A,1805.486733090037,1.0271209795800846
"""GSM1692039""",System A,1805.3453828658721,1.027040567036449
"""GSM1602934""",System A,1804.881525686541,1.0267766839340768
"""GSM1692208""",System A,1804.6851751571812,1.026664982338955
"""GSM1691900""",System A,1804.2832096449429,1.0264363087059005
"""GSM1692146""",System A,1803.9458674572925,1.0262443985512133
"""GSM1692094""",System A,1803.4781384464131,1.0259783128076696
"""GSM1691969""",System A,1803.4096011469292,1.025939322713257
"""GSM1691974""",System A,1803.2730275041285,1.025861627512729
"""GSM1692101""",System B,1802.9774186145232,1.0256934589592308
"""GSM1692294""",System A,1802.1613092335874,1.025229183563888
"""GSM1691895""",System A,1801.5086902632156,1.0248579160137834
"""GSM1692251""",System A,1801.4569352498002,1.0248284731720814
"""GSM1691978""",System A,1801.3507861777616,1.0247680861657105
"""GSM1692276""",System A,1801.009057024291,1.0245736803157914
"""GSM1692117""",System A,1800.9997366142525,1.024568378039949
"""GSM1692393""",System A,1800.5659730399184,1.0243216148490537
"""GSM1602908""",System A,1800.3977768021268,1.0242259299119363
"""GSM1691929""",System A,1800.2572272343405,1.0241459728526578
"""GSM1692159""",System A,1800.251432783698,1.0241426764552315
"""GSM1692115""",System A,1799.9420173755861,1.0239666535295282
"""GSM1692114""",System A,1799.4152237864528,1.0236669666155285
"""GSM1691914""",System A,1799.4069975133261,1.0236622867817988
"""GSM1692047""",System A,1799.3653110316645,1.0236385718139207
"""GSM1692230""",System A,1798.793355068793,1.0233131925363583
"""GSM1692085""",System A,1798.6425257758137,1.0232273874576974
"""GSM1691986""",System A,1798.5789098521382,1.0231911970783139
"""GSM1692019""",System A,1798.4108000193482,1.0230955612960244
"""GSM1692232""",System A,1798.0318897683755,1.0228800035403127
"""GSM1602886""",System A,1797.5541538354792,1.0226082249720274
"""GSM1602882""",System A,1797.2460356090496,1.02243293999831
"""GSM1691942""",System A,1797.0409120486029,1.0223162475250398
"""GSM1692028""",System A,1796.9356946918342,1.0222563905609467
"""GSM1692138""",System A,1796.6305564480108,1.0220828008656258
"""GSM1692368""",System A,1796.475066507187,1.021994344397125
"""GSM1602885""",System A,1796.1920189682623,1.0218333218539406
"""GSM1692391""",System A,1796.1787459078178,1.0218257709599927
"""GSM1691973""",System B,1796.1753062558246,1.0218238141808818
"""GSM1602860""",System A,1795.8476626213533,1.021637421423392
"""GSM1692331""",System A,1795.0869285265262,1.021204648401936
"""GSM1691979""",System A,1795.0598377540446,1.02118923676791
"""GSM1691927""",System A,1794.9768133325388,1.0211420051136513
"""GSM1692242""",System A,1794.8153974717798,1.021050177456331
"""GSM1692018""",System A,1794.78728137497,1.0210341825268927
"""GSM1692317""",System A,1794.500013510028,1.0208707590879755
"""GSM1692297""",System A,1794.079410911777,1.0206314830275027
"""GSM1692330""",System A,1793.9347741135534,1.0205492007890615
"""GSM1692107""",System A,1793.8489749857308,1.0205003906357655
"""GSM1692036""",System A,1793.2970438316333,1.0201864032454027
"""GSM1692245""",System A,1793.2927297408514,1.020183949007956
"""GSM1602834""",System A,1793.2443023024025,1.0201563991860123
"""GSM1692241""",System A,1792.4212860669923,1.0196881945592866
"""GSM1692154""",System A,1792.186621464959,1.019554696521613
"""GSM1692322""",System A,1792.1779060217723,1.0195497384045693
"""GSM1692289""",System A,1791.8772497019554,1.019378698425118
"""GSM1692311""",System A,1791.8297770844692,1.0193516917900196
"""GSM1692465""",System A,1791.7493103890492,1.0193059151971993
"""GSM1692292""",System A,1791.7068168105425,1.0192817410810555
"""GSM1692343""",System A,1791.6774704672498,1.0192650462783093
"""GSM1692099""",System A,1791.5185483937294,1.0191746373083403
"""GSM1692199""",System A,1790.8327734441464,1.0187845076967084
"""GSM1692423""",System A,1790.825237107846,1.0187802203602347
"""GSM1602912""",System A,1790.6438202940826,1.0186770143869923
"""GSM1692358""",System A,1790.1902615297622,1.0184189899364284
"""GSM1691864""",System A,1790.1019693679282,1.0183687615242831
"""GSM1691868""",System A,1789.9720602505586,1.0182948576968867
"""GSM1692392""",System A,1789.6592283865093,1.018116891188046
"""GSM1602848""",System A,1789.210176664813,1.0178614307430494
"""GSM1691897""",System A,1788.8394540373902,1.0176505308337604
"""GSM1692157""",System A,1788.742665488884,1.0175954689233448
"""GSM1691983""",System A,1788.690434197757,1.0175657551326402
"""GSM1692050""",System A,1788.6372886557547,1.0175355212349542
"""GSM1691891""",System A,1788.467499296522,1.0174389299890696
"""GSM1692361""",System A,1788.459918016043,1.0174346170843611
"""GSM1692310""",System A,1788.2609493255804,1.0173214260470036
"""GSM1692163""",System A,1787.6037485964544,1.0169475519861706
"""GSM1692384""",System A,1787.5942493597204,1.0169421479778438
"""GSM1691865""",System A,1787.413825120403,1.0168395066689762
"""GSM1692181""",System A,1786.9380031787878,1.0165688169486804
"""GSM1692299""",System A,1786.8653434613443,1.0165274816573218
"""GSM1602816""",System A,1786.7637300689103,1.0164696749477722
"""GSM1602975""",System A,1786.6583500834222,1.0164097254660402
"""GSM1692254""",System A,1786.6105821096708,1.0163825508061035
"""GSM1692406""",System A,1786.2880312793795,1.0161990552873044
"""GSM1692452""",System A,1786.2869396292326,1.0161984342598842
"""GSM1692111""",System A,1786.1777790092592,1.0161363340179583
"""GSM1692055""",System A,1785.764806244426,1.0159013984834118
"""GSM1692189""",System A,1785.6752445013863,1.0158504478208796
"""GSM1692261""",System A,1785.6370913551473,1.0158287429275559
"""GSM1602813""",System A,1785.2350875197135,1.0156000474928688
"""GSM1692386""",System A,1784.993697187232,1.0154627232632218
"""GSM1692229""",System A,1784.9079271892751,1.0154139296815767
"""GSM1691887""",System A,1784.5706287319108,1.0152220444045545
"""GSM1692066""",System A,1784.190182414387,1.0150056127979574
"""GSM1692219""",System A,1784.068360047021,1.014936309431164
"""GSM1692212""",System A,1784.0306252297914,1.014914842520482
"""GSM1691922""",System A,1783.7227606085344,1.0147397018198785
"""GSM1692410""",System A,1783.5736146216668,1.0146548543550236
"""GSM1691988""",System A,1783.1778476322697,1.0144297069914983
"""GSM1692429""",System A,1782.9003400352476,1.0142718360585967
"""GSM1602935""",System A,1782.8662342357702,1.014252433655064
"""GSM1691980""",System A,1782.715027995163,1.0141664141351612
"""GSM1691941""",System A,1782.5431194996909,1.0140686173366407
"""GSM1692247""",System A,1781.483681481698,1.0134659150321033
"""GSM1692156""",System A,1781.348046486799,1.0133887538177488
"""GSM1692093""",System A,1780.9412272525733,1.0131573189571588
"""GSM1692035""",System A,1780.891735414065,1.0131291636100614
"""GSM1691996""",System A,1780.6502002997622,1.012991757015674
"""GSM1692467""",System A,1780.085524756837,1.012670519486666
"""GSM1692472""",System A,1779.9826052083363,1.012611969719705
"""GSM1692158""",System A,1779.9817801746367,1.0126115003673657
"""GSM1692476""",System A,1779.8051991331413,1.0125110454102662
"""GSM1602940""",System A,1779.5403805018377,1.01236039308643
"""GSM1692422""",System A,1779.464378706437,1.0123171565247255
"""GSM1692244""",System A,1779.3813683315466,1.0122699328614273
"""GSM1692497""",System A,1779.0984101783006,1.0121089611687444
"""GSM1691965""",System A,1779.0794226085009,1.0120981593550644
"""GSM1692431""",System A,1778.9196877126824,1.0120072879796844
"""GSM1692058""",System A,1778.8442619824991,1.011964379134966
"""GSM1692213""",System A,1778.6109170496347,1.011831631842155
"""GSM1692488""",System A,1778.2750424772066,1.0116405565971667
"""GSM1692501""",System A,1777.8596389971399,1.011404238256219
"""GSM1602938""",System A,1777.7945197350728,1.0113671926446295
"""GSM1692284""",System A,1777.5371252213336,1.0112207638172972
"""GSM1692493""",System A,1777.3938266375653,1.011139242873922
"""GSM1692369""",System A,1777.0885692795973,1.0109655854159116
"""GSM1692062""",System A,1777.072944222613,1.010956696497737
"""GSM1692151""",System A,1776.8476517631534,1.01082853016596
"""GSM1691918""",System A,1776.844572911622,1.0108267786421505
"""GSM1692337""",System A,1776.587819061665,1.010680714281197
"""GSM1691866""",System A,1776.3403241933593,1.0105399172501714
"""GSM1691932""",System A,1776.0287526046422,1.0103626676977115
"""GSM1692092""",System A,1775.9888012841202,1.0103399398433786
"""GSM1692170""",System A,1775.922298180244,1.0103021069798372
"""GSM1692303""",System A,1775.604204943751,1.0101211473357277
"""GSM1692341""",System A,1775.5416700369524,1.0100855719346173
"""GSM1602939""",System A,1775.512533614411,1.0100689965534122
"""GSM1602907""",System B,1775.4395352466045,1.0100274686076924
"""GSM1692344""",System A,1775.2589671646665,1.009924745468385
"""GSM1692198""",System A,1775.2485584022716,1.0099188240411978
"""GSM1691954""",System A,1774.9763149434712,1.009763947816985
"""GSM1602826""",System A,1774.7394735986381,1.009629211454955
"""GSM1692277""",System A,1774.7350862158064,1.0096267155224903
"""GSM1692222""",System A,1774.7202935034647,1.0096183001157677
"""GSM1691899""",System A,1774.4763329272882,1.0094795137035562
"""GSM1691884""",System A,1774.4272164409485,1.0094515718900616
"""GSM1692103""",System A,1774.3297338087605,1.0093961151232906
"""GSM1692362""",System A,1774.2654084738888,1.009359521167902
"""GSM1692300""",System A,1774.072181978967,1.0092495968006345
"""GSM1692355""",System A,1773.9915685935166,1.009203736757515
"""GSM1602856""",System A,1773.6585500444744,1.009014286271925
"""GSM1602947""",System A,1773.4211921802907,1.008879256067879
"""GSM1602972""",System A,1773.344929918021,1.0088358713295191
"""GSM1692048""",System A,1772.8237161644984,1.0085393587208817
"""GSM1692288""",System A,1772.4566648480477,1.0083305473788766
"""GSM1692371""",System A,1772.3751737736166,1.008284188028424
"""GSM1692095""",System A,1771.8161628370017,1.0079661730298706
"""GSM1692475""",System A,1771.613495277451,1.0078508777477289
"""GSM1692075""",System A,1771.3684483683055,1.0077114733329793
"""GSM1692083""",System A,1771.2794502286142,1.0076608432980168
"""GSM1692427""",System A,1771.2526884055733,1.0076456187996068
"""GSM1692436""",System A,1771.0861086603281,1.007550853466814
"""GSM1602925""",System A,1770.9425510178535,1.0074691851478712
"""GSM1602873""",System A,1770.8815989683653,1.0074345102163804
"""GSM1692123""",System A,1770.7127241355029,1.007338439234203
"""GSM1692404""",System A,1769.8944180368217,1.0068729141509833
"""GSM1691971""",System A,1769.846418304457,1.0068456076461931
"""GSM1692435""",System A,1769.8256076689686,1.0068337687110644
"""GSM1692209""",System A,1769.7369460850396,1.0067833301388682
"""GSM1602861""",System A,1769.6042640734686,1.0067078488433263
"""GSM1692008""",System A,1769.5389975214703,1.006670719440161
"""GSM1692440""",System A,1768.9323276676732,1.0063255918227194
"""GSM1691934""",System A,1768.6689919025293,1.0061757830846678
"""GSM1692460""",System A,1768.5014136888185,1.006080449734459
"""GSM1602907""",System A,1768.4138807588397,1.0060306532407284
"""GSM1692502""",System A,1768.2664290162866,1.0059467696122995
"""GSM1692248""",System A,1768.0380130675412,1.0058168263627993
"""GSM1602883""",System A,1767.749690111641,1.0056528026945706
"""GSM1691964""",System A,1767.5800671757725,1.0055563061250552
"""GSM1692263""",System A,1767.433719486342,1.0054730505799592
"""GSM1692280""",System A,1767.2860991244142,1.0053890710258755
"""GSM1602817""",System A,1767.250867834633,1.0053690283436398
"""GSM1692215""",System A,1767.2123346685257,1.0053471072613116
"""GSM1602926""",System A,1767.138352007284,1.0053050193621906
"""GSM1692097""",System A,1766.873720718866,1.0051544736156028
"""GSM1691930""",System A,1766.5955059792623,1.0049962003972854
"""GSM1692040""",System A,1766.2303156674952,1.0047884477597941
"""GSM1602801""",System A,1766.2118164425028,1.004777923759951
"""GSM1692145""",System A,1765.9496142329717,1.0046287598888652
"""GSM1602844""",System A,1764.7799921859705,1.0039633751365784
"""GSM1692260""",System A,1764.7155523412039,1.003926716037806
"""GSM1692060""",System A,1764.5421936945286,1.0038280942646693
"""GSM1692407""",System A,1764.511236178324,1.0038104828838785
"""GSM1692399""",System A,1764.4711211182666,1.003787661879976
"""GSM1692190""",System A,1764.1315972245065,1.0035945105773612
"""GSM1692408""",System A,1764.0397559258,1.0035422631013955
"""GSM1692025""",System A,1764.0298666645313,1.0035366372125227
"""GSM1692377""",System A,1764.0086601276962,1.0035245730535964
"""GSM1602942""",System A,1763.8752086626982,1.0034486540247036
"""GSM1692375""",System A,1763.4863331169727,1.0032274271255301
"""GSM1692218""",System A,1763.4398305132763,1.0032009723203044
"""GSM1692042""",System A,1763.120233619422,1.0030191572625307
"""GSM1692420""",System A,1762.6469081710684,1.0027498877690124
"""GSM1692417""",System A,1762.6314855339942,1.002741114005235
"""GSM1692387""",System A,1762.4906940686305,1.0026610193331609
"""GSM1692273""",System A,1762.3063302764622,1.0025561368572387
"""GSM1692283""",System A,1762.0097496289072,1.002387415481635
"""GSM1692106""",System A,1761.9693791636082,1.0023644491805794
"""GSM1602802""",System A,1761.409683446128,1.0020460446179378
"""GSM1692291""",System A,1761.1230978490548,1.0018830093134934
"""GSM1691935""",System A,1760.9739391494259,1.0017981546164925
"""GSM1692108""",System A,1760.511506036164,1.0015350816491986
"""GSM1692017""",System A,1760.456921445605,1.0015040290930666
"""GSM1692256""",System A,1760.153129729977,1.0013312054224046
"""GSM1602845""",System A,1760.107106624866,1.0013050233985001
"""GSM1691975""",System A,1759.0408069166697,1.0006984175560223
"""GSM1692243""",System A,1758.8651862043434,1.0005985089193243
"""GSM1691896""",System A,1758.3128214922535,1.000284274882724
"""GSM1692228""",System A,1758.0948190451309,1.0001602557565041
"""GSM1692479""",System A,1758.0421161197692,1.0001302736584183
"""GSM1692324""",System A,1757.7303228187338,0.9999528979763285
"""GSM1692130""",System A,1757.5737185486905,0.9998638075785397
"""GSM1692012""",System A,1757.2696691368756,0.9996908373074319
"""GSM1692499""",System A,1757.184049203811,0.9996421290960066
"""GSM1691958""",System A,1757.1240730108448,0.9996080093182526
"""GSM1692005""",System A,1756.977621771929,0.9995246948650257
"""GSM1602850""",System A,1756.9510979453107,0.9995096057600884
"""GSM1692504""",System A,1756.9356973562953,0.9995008445392023
"""GSM1692133""",System A,1756.4549831549757,0.9992273716676999
"""GSM1691862""",System A,1756.1301950275165,0.9990426033758494
"""GSM1692204""",System A,1755.9358781113424,0.9989320586802658
"""GSM1692473""",System A,1755.6691907326522,0.9987803432471797
"""GSM1692196""",System A,1755.6041386671586,0.9987433358629608
"""GSM1692318""",System A,1755.512300702735,0.9986910902838311
"""GSM1692421""",System A,1755.3840476327523,0.9986181285630604
"""GSM1602887""",System A,1755.3079905090244,0.9985748605256966
"""GSM1692395""",System A,1754.7499767679174,0.9982574128203876
"""GSM1692482""",System A,1754.5691345991254,0.9981545337561692
"""GSM1691861""",System A,1754.3495735612842,0.9980296279653197
"""GSM1602837""",System A,1754.2935008682825,0.9979977288445407
"""GSM1602855""",System A,1754.1914101072653,0.997939650565404
"""GSM1691888""",System A,1753.9280867581638,0.9977898488906984
"""GSM1691944""",System A,1753.9143789602722,0.9977820506795345
"""GSM1691909""",System A,1753.7277953106022,0.9976759053517898
"""GSM1691925""",System A,1753.5713675951529,0.9975869153939124
"""GSM1692161""",System A,1753.5200997788097,0.997557749713114
"""GSM1691869""",System A,1753.4952804229115,0.9975436302622891
"""GSM1692057""",System A,1753.3697541150214,0.9974722197656289
"""GSM1691894""",System A,1753.247690620091,0.9974027792240918
"""GSM1692205""",System A,1753.1700922984764,0.9973586344166836
"""GSM1692233""",System A,1753.1684033047013,0.99735767356723
"""GSM1692202""",System A,1753.0105260021646,0.9972678589556558
"""GSM1692231""",System A,1752.7813135428705,0.9971374625803143
"""GSM1692153""",System A,1752.6590701358627,0.9970679196888315
"""GSM1692356""",System A,1752.5215219638949,0.9969896700896835
"""GSM1691952""",System A,1752.4531664730093,0.9969507834241261
"""GSM1692074""",System A,1752.172198275579,0.9967909437947972
"""GSM1692378""",System A,1752.0880815467463,0.9967430907392558
"""GSM1692002""",System A,1751.848110701596,0.9966065740398948
"""GSM1692398""",System A,1751.7952959458353,0.99657652832276
"""GSM1691926""",System A,1751.7499595631334,0.9965507369674662
"""GSM1691976""",System A,1751.7494212512865,0.9965504307279457
"""GSM1691924""",System A,1751.5841812528952,0.9964564275619833
"""GSM1692098""",System A,1751.427304016056,0.996367181876472
"""GSM1692438""",System A,1751.3133495717902,0.996302354482132
"""GSM1691943""",System A,1751.2163665392854,0.9962471819319696
"""GSM1692449""",System A,1751.0667083136168,0.9961620430602549
"""GSM1602955""",System A,1750.9242371377677,0.9960809928198859
"""GSM1692498""",System A,1750.8349255097328,0.9960301844449508
"""GSM1692127""",System A,1750.5236162907395,0.9958530841516591
"""GSM1692110""",System A,1749.8964241502044,0.9954962816374313
"""GSM1692474""",System A,1749.6314462399068,0.995345538701577
"""GSM1692063""",System B,1749.5395040671829,0.995293233839524
"""GSM1692191""",System A,1749.1915578821245,0.995095291190659
"""GSM1692087""",System A,1749.1578770794586,0.9950761305630049
"""GSM1692445""",System A,1749.1401591680242,0.9950660510436071
"""GSM1692061""",System A,1748.7398144812487,0.9948382994798242
"""GSM1691885""",System A,1748.6727840333506,0.994800166616234
"""GSM1692010""",System A,1748.571693849628,0.9947426575542021
"""GSM1691876""",System A,1748.5558189812773,0.9947336265211669
"""GSM1692112""",System A,1748.462868946025,0.9946807482975221
"""GSM1692418""",System A,1748.086587108016,0.9944666858162139
"""GSM1692015""",System A,1748.0204019707407,0.9944290338402754
"""GSM1692185""",System A,1747.8458563942686,0.9943297368362034
"""GSM1692382""",System A,1747.8105128044554,0.9943096302677499
"""GSM1602877""",System A,1747.792644646107,0.9942994652745822
"""GSM1692051""",System A,1747.6313262579934,0.9942076930683473
"""GSM1692265""",System A,1747.0207127957456,0.9938603219766665
"""GSM1692102""",System A,1747.0058700274467,0.9938518780936761
"""GSM1692021""",System A,1746.6875831342395,0.9936708082804525
"""GSM1692416""",System A,1746.6638586320787,0.9936573116795344
"""GSM1602814""",System A,1746.475320642573,0.9935500545499637
"""GSM1692034""",System A,1746.101039571241,0.9933371302821864
"""GSM1692037""",System A,1746.061073691928,0.9933143941455217
"""GSM1692090""",System A,1745.9058835932528,0.9932261082538278
"""GSM1691873""",System A,1745.8432110344902,0.9931904545440723
"""GSM1602849""",System B,1745.5114598212822,0.9930017250315026
"""GSM1692180""",System A,1745.0349701969253,0.9927306554740479
"""GSM1692001""",System A,1744.9204986085779,0.9926655338822895
"""GSM1692068""",System A,1744.901578401974,0.9926547703907695
"""GSM1602823""",System A,1744.8960354985793,0.9926516170957272
"""GSM1691982""",System A,1744.22951384304,0.9922724404652918
"""GSM1692290""",System A,1744.1684584460427,0.992237706740572
"""GSM1692096""",System A,1744.094489289524,0.9921956265241353
"""GSM1691973""",System A,1743.5710323182657,0.9918978377743023
"""GSM1692444""",System A,1743.5562900120376,0.9918894510430476
"""GSM1692281""",System A,1743.3402236152324,0.9917665333139536
"""GSM1692178""",System A,1743.1258774880425,0.9916445942267847
"""GSM1692462""",System A,1743.0771590439044,0.9916168788549963
"""GSM1692164""",System A,1742.8628961361355,0.9914949871104146
"""GSM1692065""",System A,1742.7588359609035,0.9914357884538083
"""GSM1692125""",System A,1742.6290662511155,0.9913619639338079
"""GSM1692137""",System A,1742.439773492034,0.9912542774243632
"""GSM1692044""",System A,1742.41927593308,0.9912426165949336
"""GSM1692455""",System A,1742.3319595951016,0.9911929433179419
"""GSM1692079""",System A,1742.2003704855078,0.9911180837619724
"""GSM1692348""",System A,1742.0141682855083,0.9910121554366303
"""GSM1692494""",System A,1741.9887367347392,0.9909976877150684
"""GSM1692463""",System A,1741.7596132065428,0.9908673419316224
"""GSM1692147""",System A,1741.7303531509315,0.9908506962169621
"""GSM1602953""",System A,1741.4314648857353,0.990680662063785
"""GSM1692063""",System A,1741.2950062138198,0.990603032268893
"""GSM1692054""",System A,1740.5402991909905,0.9901736879805206
"""GSM1692336""",System A,1740.2822468083905,0.9900268848990349
"""GSM1692439""",System A,1740.2086098167601,0.9899849936474459
"""GSM1692174""",System A,1739.8857499994983,0.9898013223494544
"""GSM1692195""",System A,1739.790068592546,0.9897468902793454
"""GSM1692364""",System A,1739.2089431557588,0.9894162945917935
"""GSM1691993""",System A,1739.1379370702216,0.9893759000329211
"""GSM1692370""",System A,1739.1275191955656,0.9893699734218717
"""GSM1691967""",System A,1738.9807925005616,0.989286502264792
