Name,Term,ES,NES
"""GSM1692056""",System A,1960.4265961678657,1.1152645150732183
"""GSM1692140""",System A,1948.625519344182,1.108551015956835
"""GSM1691893""",System A,1938.3294214396064,1.1026936823238702
"""GSM1692160""",System A,1929.5325395339005,1.0976892357141876
"""GSM1692446""",System A,1922.5480859376667,1.093715859068369
"""GSM1692453""",System A,1919.3230765566022,1.0918811877113745
"""GSM1691966""",System A,1886.5257769111377,1.073223174931753
"""GSM1692304""",System A,1867.4067297329912,1.0623465652583899
"""GSM1691898""",System A,1867.1583583772035,1.0622052696035502
"""GSM1692484""",System A,1865.5519826481677,1.0612914206219202
"""GSM1691985""",System A,1863.3424469063038,1.0600344407316742
"""GSM1692478""",System A,1862.7243037639619,1.05968278609016
"""GSM1692319""",System A,1861.6319868549253,1.0590613793564194
"""GSM1692139""",System A,1860.2951147139092,1.0583008479175073
"""GSM1692454""",System A,1858.966411740509,1.0575449638256458
"""GSM1692184""",System A,1858.0157105741655,1.0570041206860281
"""GSM1691968""",System A,1857.7422004350437,1.0568485238617085
"""GSM1692022""",System A,1857.612199784604,1.0567745679621836
"""GSM1692262""",System A,1857.2118137266743,1.0565467928628192
"""GSM1692131""",System A,1857.0745905218992,1.0564687281338314
"""GSM1692177""",System A,1856.9459789758648,1.0563955624800898
"""GSM1692301""",System A,1850.9748634834132,1.0529986624190764
"""GSM1602878""",System A,1850.5738185130367,1.052770512471874
"""GSM1692394""",System A,1850.181794231702,1.0525474942926298
"""GSM1602858""",System A,1850.1078377638923,1.052505421294656
"""GSM1691928""",System A,1849.236986001455,1.052010003577699
"""GSM1692253""",System A,1848.619872281306,1.0516589345628262
"""GSM1691880""",System A,1846.9325085907221,1.0506990124459716
"""GSM1692225""",System A,1846.6946909496446,1.0505637206800518
"""GSM1692409""",System A,1846.0857771632227,1.0502173165147222
"""GSM1692016""",System A,1845.152359520771,1.0496863057763428
"""GSM1692312""",System A,1844.8633304592922,1.0495218804126376
"""GSM1602869""",System A,1844.5497167727108,1.0493434691338022
"""GSM1692200""",System A,1843.926512493288,1.0489889352686523
"""GSM1692038""",System A,1842.600102747775,1.0482343557681957
"""GSM1692030""",System A,1841.889115628016,1.0478298832381396
"""GSM1692053""",System A,1841.3069687605393,1.0474987064702224
"""GSM1692086""",System A,1840.9414289755323,1.0472907550213577
"""GSM1692226""",System A,1840.7689866159553,1.0471926545135868
"""GSM1692071""",System A,1840.3788088519295,1.0469706867971524
"""GSM1692132""",System A,1840.1444725754827,1.0468373755401912
"""GSM1692234""",System A,1838.905873988193,1.0461327508143665
"""GSM1692029""",System A,1838.2128154759912,1.0457384776663492
"""GSM1602903""",System A,1836.736967518843,1.044898884457673
"""GSM1692252""",System A,1835.2110149091468,1.0440307872789243
"""GSM1692101""",System A,1834.5096485302693,1.04363178787953
"""GSM1692306""",System A,1833.8733441092227,1.0432698014919934
"""GSM1692363""",System A,1833.6597313233433,1.0431482795944007
"""GSM1602821""",System A,1833.6178512914748,1.0431244545179994
"""GSM1692070""",System A,1833.1821647143106,1.0428765973525462
"""GSM1692194""",System A,1833.0892458265762,1.042823736848372
"""GSM1692383""",System A,1832.5837820800425,1.0425361842405534
"""GSM1691959""",System A,1832.4388792372856,1.0424537506523865
"""GSM1692179""",System A,1831.8632932047176,1.0421263062692354
"""GSM1692201""",System A,1831.4863295232362,1.0419118558948888
"""GSM1691946""",System A,1829.3966006969595,1.0407230328037167
"""GSM1692193""",System A,1828.7020944566448,1.040327936059552
"""GSM1692168""",System A,1828.6202151059306,1.040281355823114
"""GSM1692088""",System A,1828.4848012864777,1.0402043204329692
"""GSM1692412""",System A,1828.339223149571,1.040121502677599
"""GSM1692169""",System A,1828.1858021928801,1.0400342232307682
"""GSM1691989""",System A,1827.9434746958814,1.039896365858828
"""GSM1692481""",System A,1827.5167756330475,1.0396536215886147
"""GSM1692078""",System A,1827.2152375661653,1.039482079993232
"""GSM1692049""",System A,1826.8482799600743,1.0392733219619903
"""GSM1692023""",System A,1826.7044245464485,1.039191484244408
"""GSM1691938""",System A,1826.2665780882317,1.0389423983470558
"""GSM1692043""",System A,1826.1433267789998,1.0388722820713987
"""GSM1692238""",System A,1824.9404417637306,1.0381879743927203
"""GSM1692477""",System A,1824.7288279408713,1.0380675896825784
"""GSM1602818""",System A,1824.4742219695681,1.0379227472254953
"""GSM1692073""",System A,1824.3197625629655,1.0378348770162562
"""GSM1692166""",System A,1824.2100966193302,1.037772489301415
"""GSM1691889""",System A,1824.1362574948444,1.0377304830587308
"""GSM1602833""",System A,1823.9834110390339,1.0376435304389524
"""GSM1691994""",System A,1823.688923973843,1.037476000078674
"""GSM1692165""",System A,1823.4109262472539,1.037317850316606
"""GSM1692365""",System A,1822.5283126383993,1.036815741418267
"""GSM1692458""",System A,1821.9650343273433,1.0364952987586646
"""GSM1692332""",System A,1821.530804022209,1.0362482700498967
"""GSM1692448""",System A,1821.3709931412131,1.0361573554474088
"""GSM1692206""",System A,1821.1239553380174,1.0360168184355543
"""GSM1692059""",System A,1820.2424806868303,1.0355153574773488
"""GSM1692278""",System A,1820.0687780151593,1.0354165399922837
"""GSM1691960""",System A,1819.9145106132482,1.0353287790123418
"""GSM1692121""",System A,1819.59032297686,1.035144352333069
"""GSM1602929""",System A,1819.3775414554048,1.0350233033324046
"""GSM1691871""",System A,1818.131371073453,1.0343143710982454
"""GSM1692271""",System A,1816.8105359243282,1.0335629629226168
"""GSM1692003""",System A,1815.9720740172934,1.0330859714280185
"""GSM1602933""",System A,1815.9168126469976,1.0330545338595496
"""GSM1692293""",System A,1815.8805894343514,1.0330339268836162
"""GSM1692235""",System A,1815.7634974065477,1.0329673145534926
