Name,Term,ES,NES
"""GSM544740""",System E,1692.0644788531,0.8005176602798197
"""GSM544728""",System E,1666.584450858656,0.7884630295911582
"""GSM544733""",System E,1644.5576877670528,0.7780421425185924
"""GSM544729""",System E,1590.691104017651,0.7525577994990131
"""GSM544736""",System E,1574.0341667246712,0.7446773832170982
"""GSM544737""",System E,1544.7776672936561,0.7308360995277386
"""GSM544730""",System E,1518.169467246622,0.7182477293372913
"""GSM544732""",System A,1510.4635808526182,0.7146020655794354
"""GSM544729""",System C,1500.9491852706506,0.710100794034857
"""GSM544731""",System E,1489.5746550645654,0.7047194906500538
"""GSM544734""",System C,1473.0905516021185,0.6969208422530893
"""GSM544735""",System A,1471.7437304752157,0.6962836596215772
"""GSM544739""",System E,1469.5347893537264,0.6952386070243682
"""GSM544736""",System A,1468.4297759525552,0.6947158239073307
"""GSM544738""",System A,1468.3202274131772,0.6946639963667576
"""GSM544730""",System C,1463.6917525513127,0.6924742595609857
"""GSM544738""",System E,1462.4802677368443,0.6919011046952799
"""GSM544739""",System C,1457.3458673607256,0.6894720139440714
"""GSM544731""",System C,1456.2712458394644,0.6889636092605399
"""GSM544727""",System E,1455.7077128758447,0.6886970011642378
"""GSM544737""",System C,1440.3613678516313,0.6814366275991848
"""GSM544728""",System A,1439.1399629881516,0.6808587795468282
"""GSM544735""",System C,1438.0480959195465,0.6803422159749194
"""GSM544733""",System A,1431.1733727731344,0.6770897765099838
"""GSM544732""",System C,1428.096796181656,0.6756342445692913
"""GSM544735""",System E,1427.1273729756822,0.6751756093302884
"""GSM544727""",System C,1425.9719608654377,0.674628982525748
"""GSM544727""",System A,1411.3751337711337,0.6677232067594713
"""GSM544740""",System A,1407.3537680166537,0.6658206939739729
"""GSM544737""",System A,1405.2798055082912,0.6648394999146143
"""GSM544738""",System C,1395.1276952940098,0.6600365248405509
"""GSM544733""",System C,1394.6722549312108,0.6598210554786079
"""GSM544740""",System C,1388.5250020546018,0.6569127830389744
"""GSM544739""",System A,1382.2700427701375,0.6539535545733199
"""GSM544736""",System C,1377.1725043072993,0.6515419032358818
"""GSM544728""",System C,1374.7316412781065,0.6503871281161314
"""GSM544729""",System A,1372.3698809451125,0.649269776573363
"""GSM544730""",System A,1367.008115796555,0.6467331192855732
"""GSM544734""",System A,1367.0034643784093,0.6467309186942732
"""GSM544732""",System E,1361.348123446336,0.6440553703640486
"""GSM544734""",System E,1356.0033087084366,0.6415267323351288
"""GSM544731""",System A,1351.7158241893585,0.6394983184545745
"""GSM544728""",System B,854.1154527791023,0.40408300771789063
"""GSM544729""",System B,851.627694454226,0.4029060463795606
"""GSM544727""",System B,841.6234423140086,0.3981730231312004
"""GSM544732""",System B,825.9647533628786,0.3907648792933814
"""GSM544735""",System B,815.9878743258669,0.3860448062917799
"""GSM544730""",System B,809.1411648547537,0.3828056201290007
"""GSM544738""",System B,804.2705392320695,0.38050132151845784
"""GSM544740""",System B,799.2822073205343,0.3781413359266393
"""GSM544731""",System B,794.0337112337538,0.3756582663628688
"""GSM544739""",System B,790.5363271157903,0.3740036498951148
"""GSM544733""",System B,789.8548226094535,0.3736812293256264
"""GSM544737""",System B,779.5692611767572,0.36881511832591596
"""GSM544736""",System B,762.9963730118106,0.3609744657836
"""GSM544734""",System B,733.5849836699444,0.34705990349842736
"""GSM544740""",System D,-421.64838822049023,-0.1994823397201803
"""GSM544734""",System D,-418.26335195582124,-0.1978808751516481
"""GSM544731""",System D,-417.804187009664,-0.19766364368501427
"""GSM544730""",System D,-414.5392056114615,-0.19611897721254165
"""GSM544736""",System D,-414.10765990742766,-0.19591481244127293
"""GSM544737""",System D,-407.37418574998446,-0.19272919803624466
"""GSM544729""",System D,-383.01293134007665,-0.18120386042327188
"""GSM544738""",System D,-373.80750522503786,-0.1768487626905398
"""GSM544733""",System D,-372.1744916585503,-0.17607618208513884
"""GSM544727""",System D,-365.30747056219025,-0.17282738646898338
"""GSM544728""",System D,-361.7574123332761,-0.17114784981846887
"""GSM544735""",System D,-354.0894091271157,-0.1675201086405592
"""GSM544739""",System D,-346.3034894095472,-0.16383658102483908
"""GSM544732""",System D,-332.7876059995424,-0.1574422009647331
